order_id,quantity,item_name,choice_description,item_price,choice_1,choice_2,choice_3,choice_4,choice_5
79,1,Chicken Bowl,"Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",$10.98 ,Roasted Chili Corn Salsa (Medium),Black Beans,Rice,Fajita Veggies,Cheese
80,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Black Beans, Sour Cream, Guacamole",$11.48 ,Fresh Tomato Salsa (Mild),Rice,Black Beans,Sour Cream,Guacamole
81,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Rice, Fajita Veggies, Cheese, Sour Cream",$8.49 ,Tomatillo-Green Chili Salsa (Medium),Rice,Fajita Veggies,Cheese,Sour Cream
81,1,Canned Soda,Coca Cola,$1.09 ,Coca Cola,,,,
81,1,Canned Soda,Dr. Pepper,$1.09 ,Dr. Pepper,,,,
82,1,Barbacoa Soft Tacos,"Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream",$9.25 ,Tomatillo Red Chili Salsa,Rice,Pinto Beans,Cheese,Sour Cream
82,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Sour Cream",$8.75 ,Fresh Tomato Salsa,Rice,Black Beans,Sour Cream,
82,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
83,1,Steak Soft Tacos,"Fresh Tomato Salsa, Cheese, Sour Cream",$9.25 ,Fresh Tomato Salsa,Cheese,Sour Cream,,
83,1,Chips and Guacamole,,$4.45 ,,,,,
83,1,Veggie Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
84,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Rice, Fajita Veggies, Guacamole, Lettuce",$11.48 ,Fresh Tomato Salsa (Mild),Rice,Fajita Veggies,Guacamole,Lettuce
84,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Cheese, Sour Cream, Lettuce",$8.49 ,Roasted Chili Corn Salsa (Medium),Rice,Cheese,Sour Cream,Lettuce
84,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Cheese, Lettuce",$8.49 ,Roasted Chili Corn Salsa (Medium),Rice,Cheese,Lettuce,
85,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Fajita Veggies, Cheese, Lettuce, Sour Cream, Rice",$8.99 ,Roasted Chili Corn Salsa (Medium),Fajita Veggies,Cheese,Lettuce,Sour Cream
85,1,Chips and Roasted Chili-Corn Salsa,,$2.39 ,,,,,
86,1,Veggie Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Cheese,Sour Cream
86,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,Sour Cream,
86,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
87,1,Canned Soda,Coca Cola,$1.09 ,Coca Cola,,,,
87,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream",$8.99 ,Roasted Chili Corn Salsa (Medium),Rice,Black Beans,Sour Cream,
88,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Pinto Beans, Rice, Cheese, Sour Cream",$8.49 ,Tomatillo-Green Chili Salsa (Medium),Pinto Beans,Rice,Cheese,Sour Cream
88,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 ,,,,,
89,1,Chicken Bowl,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Guacamole, Lettuce",$10.98 ,Roasted Chili Corn Salsa (Medium),Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice,Fajita Veggies
89,1,Canned Soda,Diet Coke,$1.09 ,Diet Coke,,,,
89,1,Chips and Guacamole,,$3.99 ,,,,,
90,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole",$11.25 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Sour Cream,Cheese
90,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Lettuce",$8.75 ,Tomatillo Green Chili Salsa,Rice,Pinto Beans,Sour Cream,Cheese
91,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.49 ,Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice,Cheese,Sour Cream
91,1,Nantucket Nectar,Peach Orange,$3.39 ,Peach Orange,,,,
92,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,Lettuce,
92,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$9.25 ,Roasted Chili Corn Salsa,Rice,Black Beans,Cheese,Sour Cream
92,1,Chips,,$2.15 ,,,,,
93,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
93,1,Veggie Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Roasted Chili Corn Salsa,Rice,Black Beans,Cheese,Sour Cream
93,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Black Beans,Pinto Beans
93,1,Chips and Guacamole,,$4.45 ,,,,,
94,2,Chicken Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Pinto Beans, Guacamole",$22.50 ,Fresh Tomato Salsa,Fajita Vegetables,Pinto Beans,Guacamole,
95,1,Chips and Guacamole,,$4.45 ,,,,,
95,1,Steak Bowl,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.75 ,Tomatillo Green Chili Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
96,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream",$8.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
96,2,Chicken Crispy Tacos,"Tomatillo Red Chili Salsa, Cheese, Sour Cream, Lettuce",$17.50 ,Tomatillo Red Chili Salsa,Cheese,Sour Cream,Lettuce,
96,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream",$8.75 ,Tomatillo Green Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
97,1,Barbacoa Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese",$9.25 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,
97,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream",$8.75 ,Roasted Chili Corn Salsa,Rice,Black Beans,Cheese,Sour Cream
97,1,Chips,,$2.15 ,,,,,
98,1,Barbacoa Burrito,"Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce",$9.25 ,Tomatillo Red Chili Salsa,Rice,Cheese,Lettuce,
98,2,Chips,,$4.30 ,,,,,
98,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Lettuce",$8.75 ,Tomatillo Green Chili Salsa,Rice,Pinto Beans,Sour Cream,Lettuce
99,1,Veggie Burrito,"Tomatillo Red Chili Salsa, Black Beans, Cheese, Guacamole",$11.25 ,Tomatillo Red Chili Salsa,Black Beans,Cheese,Guacamole,
99,1,Chips,,$2.15 ,,,,,
100,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream",$8.99 ,Roasted Chili Corn Salsa (Medium),Rice,Black Beans,Sour Cream,
100,1,Canned Soda,Mountain Dew,$1.09 ,Mountain Dew,,,,
101,1,Steak Burrito,"Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.99 ,Tomatillo-Green Chili Salsa (Medium),Black Beans,Rice,Cheese,Sour Cream
101,1,Chips and Guacamole,,$3.99 ,,,,,
102,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
102,1,Chips and Tomatillo Green Chili Salsa,,$2.95 ,,,,,
102,1,Chips and Roasted Chili Corn Salsa,,$2.95 ,,,,,
103,1,Steak Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
103,2,Chips and Tomatillo Green Chili Salsa,,$5.90 ,,,,,
103,1,Steak Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese",$9.25 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,
103,1,Carnitas Soft Tacos,"Tomatillo Green Chili Salsa, Fajita Vegetables, Pinto Beans, Cheese",$9.25 ,Tomatillo Green Chili Salsa,Fajita Vegetables,Pinto Beans,Cheese,
104,1,Carnitas Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Sour Cream, Cheese",$9.25 ,Fresh Tomato Salsa,Rice,Pinto Beans,Sour Cream,Cheese
104,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
105,2,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$17.50 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
106,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream",$8.75 ,Fresh Tomato Salsa,Rice,Pinto Beans,Cheese,Sour Cream
106,1,Steak Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream",$9.25 ,Fresh Tomato Salsa,Rice,Black Beans,Pinto Beans,Cheese
107,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",$10.98 ,Roasted Chili Corn Salsa (Medium),Rice,Fajita Veggies,Cheese,Sour Cream
108,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese, Lettuce",$8.99 ,Roasted Chili Corn Salsa (Medium),Rice,Fajita Veggies,Cheese,Lettuce
108,1,Canned Soda,Mountain Dew,$1.09 ,Mountain Dew,,,,
108,1,Canned Soda,Dr. Pepper,$1.09 ,Dr. Pepper,,,,
108,1,Barbacoa Burrito,"Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Rice, Pinto Beans, Cheese",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Fresh Tomato Salsa (Mild),Tomatillo-Green Chili Salsa (Medium),Rice,Pinto Beans
109,1,Chicken Salad,"Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",$10.98 ,Roasted Chili Corn Salsa (Medium),Black Beans,Rice,Fajita Veggies,Cheese
109,1,Canned Soda,Diet Dr. Pepper,$1.09 ,Diet Dr. Pepper,,,,
110,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce",$8.75 ,Tomatillo Red Chili Salsa,Rice,Cheese,Lettuce,
110,1,Veggie Bowl,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream",$8.75 ,Roasted Chili Corn Salsa,Rice,Pinto Beans,Cheese,Sour Cream
110,1,Barbacoa Bowl,"Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce",$9.25 ,Tomatillo Red Chili Salsa,Rice,Cheese,Lettuce,
110,1,Barbacoa Crispy Tacos,"Roasted Chili Corn Salsa, Rice, Cheese, Lettuce",$9.25 ,Roasted Chili Corn Salsa,Rice,Cheese,Lettuce,
111,1,Chicken Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Cheese,Sour Cream
111,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese",$8.75 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,
112,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Pinto Beans,Rice,Fajita Veggies,Cheese
112,1,Steak Bowl,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Pinto Beans,Rice,Fajita Veggies,Cheese
113,1,Steak Bowl,"Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream",$8.99 ,Roasted Chili Corn Salsa (Medium),Rice,Black Beans,Sour Cream,
113,1,Canned Soda,Mountain Dew,$1.09 ,Mountain Dew,,,,
114,1,Steak Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 ,Fresh Tomato Salsa,Fajita Vegetables,Cheese,Sour Cream,Guacamole
114,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
115,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Black Beans, Rice",$8.99 ,Roasted Chili Corn Salsa (Medium),Black Beans,Rice,,
115,1,Chips and Fresh Tomato Salsa,,$2.39 ,,,,,
116,1,Steak Soft Tacos,"Fresh Tomato Salsa, Rice, Cheese, Lettuce",$9.25 ,Fresh Tomato Salsa,Rice,Cheese,Lettuce,
116,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
117,1,Barbacoa Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Cheese, Sour Cream, Lettuce",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Pinto Beans,Cheese,Sour Cream,Lettuce
117,1,Chips and Guacamole,,$3.99 ,,,,,
118,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Pinto Beans, Rice, Cheese, Sour Cream",$8.49 ,Tomatillo-Green Chili Salsa (Medium),Pinto Beans,Rice,Cheese,Sour Cream
118,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 ,,,,,
119,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 ,Fresh Tomato Salsa (Mild),Roasted Chili Corn Salsa (Medium),Pinto Beans,Rice,Fajita Veggies
119,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.49 ,Roasted Chili Corn Salsa (Medium),Black Beans,Rice,Cheese,Sour Cream
120,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese",$8.49 ,Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice,Cheese,
120,1,Side of Chips,,$1.69 ,,,,,
121,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream",$8.49 ,Fresh Tomato Salsa (Mild),Black Beans,Rice,Cheese,Sour Cream
121,1,Chips and Guacamole,,$3.99 ,,,,,
122,1,Steak Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Lettuce",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Rice,Cheese,Lettuce,
122,1,Side of Chips,,$1.69 ,,,,,
122,1,Canned Soda,Coca Cola,$1.09 ,Coca Cola,,,,
123,2,Steak Salad Bowl,"Tomatillo Red Chili Salsa, Black Beans, Cheese, Guacamole",$23.78 ,Tomatillo Red Chili Salsa,Black Beans,Cheese,Guacamole,
124,2,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream",$17.50 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
124,1,Chips,,$2.15 ,,,,,
124,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,Sour Cream,
125,1,Steak Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Lettuce",$9.25 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Lettuce,
125,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$9.25 ,Roasted Chili Corn Salsa,Rice,Black Beans,Cheese,Sour Cream
125,1,Veggie Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
125,1,Chips and Guacamole,,$4.45 ,,,,,
126,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,Sour Cream,
126,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce",$11.25 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Black Beans,Guacamole
127,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Sour Cream, Guacamole, Lettuce",$11.25 ,Tomatillo Green Chili Salsa,Rice,Sour Cream,Guacamole,Lettuce
127,1,Canned Soft Drink,Sprite,$1.25 ,Sprite,,,,
128,1,Steak Soft Tacos,"Fresh Tomato Salsa, Cheese, Sour Cream",$9.25 ,Fresh Tomato Salsa,Cheese,Sour Cream,,
128,1,Chips and Guacamole,,$4.45 ,,,,,
128,1,Veggie Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Lettuce, Guacamole, Sour Cream, Cheese, Black Beans, Rice",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Lettuce,Guacamole,Sour Cream
129,1,Steak Burrito,"Tomatillo Green Chili Salsa, Rice, Cheese, Guacamole",$11.75 ,Tomatillo Green Chili Salsa,Rice,Cheese,Guacamole,
129,1,6 Pack Soft Drink,Sprite,$6.49 ,Sprite,,,,
130,1,Steak Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Lettuce",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Lettuce,,,
130,1,Chips and Tomatillo-Red Chili Salsa,,$2.39 ,,,,,
131,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 ,Fresh Tomato Salsa (Mild),Rice,Fajita Veggies,Cheese,Sour Cream
131,1,Chips and Fresh Tomato Salsa,,$2.39 ,,,,,
132,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
132,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
132,1,Chips,,$2.15 ,,,,,
133,1,Steak Bowl,"Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Sour Cream",$8.99 ,Roasted Chili Corn Salsa (Medium),Rice,Black Beans,Sour Cream,
133,1,Side of Chips,,$1.69 ,,,,,
134,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Lettuce",$8.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Lettuce
134,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
134,1,Chips,,$2.15 ,,,,,
135,1,Chips and Guacamole,,$4.45 ,,,,,
135,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream",$8.75 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
136,1,Chicken Soft Tacos,"Tomatillo-Red Chili Salsa (Hot), Fajita Veggies",$8.49 ,Tomatillo-Red Chili Salsa (Hot),Fajita Veggies,,,
136,1,Steak Burrito,"Tomatillo-Green Chili Salsa (Medium), Cheese, Lettuce",$8.99 ,Tomatillo-Green Chili Salsa (Medium),Cheese,Lettuce,,
137,2,Chicken Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables",$17.50 ,Fresh Tomato Salsa,Fajita Vegetables,,,
138,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese",$8.49 ,Roasted Chili Corn Salsa (Medium),Rice,Fajita Veggies,Cheese,
138,1,Canned Soda,Diet Coke,$1.09 ,Diet Coke,,,,
138,1,Bottled Water,,$1.09 ,,,,,
139,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Sour Cream
139,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
139,1,Chips,,$2.15 ,,,,,
140,1,Steak Burrito,"Fresh Tomato (Mild), Lettuce, Guacamole, Rice, Cheese",$11.08 ,Fresh Tomato (Mild),Lettuce,Guacamole,Rice,Cheese
141,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 ,Roasted Chili Corn Salsa (Medium),Pinto Beans,Black Beans,Rice,Fajita Veggies
141,1,Chicken Soft Tacos,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Rice, Fajita Veggies, Cheese, Lettuce",$8.49 ,Roasted Chili Corn Salsa (Medium),Tomatillo-Red Chili Salsa (Hot),Rice,Fajita Veggies,Cheese
142,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice",$8.99 ,Roasted Chili Corn Salsa (Medium),Rice,,,
142,1,Chips and Fresh Tomato Salsa,,$2.39 ,,,,,
143,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Cheese",$8.75 ,Tomatillo Red Chili Salsa,Rice,Cheese,,
143,1,Chips,,$2.15 ,,,,,
143,1,Bottled Water,,$1.50 ,,,,,
144,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
144,1,Chips,,$2.15 ,,,,,
145,1,Chicken Soft Tacos,"Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.49 ,Fresh Tomato Salsa (Mild),Black Beans,Rice,Cheese,Sour Cream
145,1,Chicken Soft Tacos,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream",$8.49 ,Fresh Tomato Salsa (Mild),Rice,Cheese,Sour Cream,
146,1,Barbacoa Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.75 ,Roasted Chili Corn Salsa,Rice,Black Beans,Cheese,Guacamole
146,1,Steak Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Lettuce",$9.25 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Cheese,Lettuce
147,1,Steak Bowl,"Tomatillo Red Chili Salsa, Fajita Vegetables, Cheese, Guacamole, Lettuce",$11.75 ,Tomatillo Red Chili Salsa,Fajita Vegetables,Cheese,Guacamole,Lettuce
147,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
148,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole",$11.25 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Sour Cream,Cheese
148,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Lettuce",$8.75 ,Tomatillo Green Chili Salsa,Rice,Pinto Beans,Sour Cream,Cheese
148,1,Chips and Guacamole,,$4.45 ,,,,,
148,1,6 Pack Soft Drink,Diet Coke,$6.49 ,Diet Coke,,,,
149,1,Steak Soft Tacos,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$9.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Cheese,Sour Cream
149,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
149,1,Chicken Soft Tacos,"Fresh Tomato Salsa, Fajita Vegetables, Cheese, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Cheese,Guacamole,Lettuce
149,1,Chips and Guacamole,,$4.45 ,,,,,
149,1,Canned Soft Drink,Lemonade,$1.25 ,Lemonade,,,,
149,1,Canned Soft Drink,Sprite,$1.25 ,Sprite,,,,
150,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 ,Tomatillo-Red Chili Salsa (Hot),Rice,Fajita Veggies,Cheese,Sour Cream
150,1,Chips and Tomatillo-Red Chili Salsa,,$2.39 ,,,,,
150,2,Canned Soda,Diet Coke,$2.18 ,Diet Coke,,,,
151,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese",$8.49 ,Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice,Cheese,
151,2,Canned Soda,Coca Cola,$2.18 ,Coca Cola,,,,
152,2,Steak Burrito,"Fresh Tomato (Mild), Lettuce, Guacamole, Rice, Cheese",$22.16 ,Fresh Tomato (Mild),Lettuce,Guacamole,Rice,Cheese
153,2,Chicken Soft Tacos,"Fresh Tomato Salsa, Sour Cream",$17.50 ,Fresh Tomato Salsa,Sour Cream,,,
154,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$8.75 ,Tomatillo Green Chili Salsa,Fajita Vegetables,Rice,Cheese,Sour Cream
154,1,Chips and Tomatillo Red Chili Salsa,,$2.95 ,,,,,
154,1,6 Pack Soft Drink,Coke,$6.49 ,Coke,,,,
155,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Cheese, Sour Cream",$8.99 ,Fresh Tomato Salsa (Mild),Pinto Beans,Cheese,Sour Cream,
155,1,Izze,Blackberry,$3.39 ,Blackberry,,,,
155,1,Izze,Grapefruit,$3.39 ,Grapefruit,,,,
156,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Cheese, Sour Cream, Lettuce",$8.99 ,Fresh Tomato Salsa (Mild),Cheese,Sour Cream,Lettuce,
156,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Cheese, Sour Cream, Lettuce",$8.49 ,Fresh Tomato Salsa (Mild),Pinto Beans,Cheese,Sour Cream,Lettuce
157,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
157,1,Chips,,$2.15 ,,,,,
